age,job,marital,education,default,balance,housing,loan,duration
51,1,0,1,0,421,1,0,216
44,0,0,1,0,161,1,0,89
46,9,1,1,1,289,0,0,51
29,8,2,1,0,110,1,0,169
39,1,1,0,0,245,1,0,148
42,7,1,1,0,0,1,0,132
50,1,1,0,0,156,1,0,117
42,9,2,1,0,0,1,0,275
39,0,1,1,0,20,1,0,124
55,9,2,2,0,92,1,0,118
46,7,1,1,0,89,1,0,479
42,1,1,1,0,166,1,0,285
45,4,1,2,0,103,1,0,35
43,1,1,0,0,-454,1,0,322
42,0,1,1,0,445,1,0,202
30,0,1,1,0,4,0,0,172
47,1,1,1,0,1001,1,0,201
51,7,0,1,0,-69,1,0,216
38,9,2,1,0,42,1,0,195
57,9,1,3,0,1617,1,0,96
42,4,0,2,0,221,1,0,720
32,9,0,1,0,210,1,1,188
46,4,1,2,0,0,0,0,70
29,8,2,2,0,185,1,0,141
59,5,1,1,0,836,1,0,106
32,1,2,1,0,301,1,0,395
44,1,1,0,0,503,1,0,629
40,5,1,0,0,407,1,0,502
31,1,2,1,0,53,1,0,446
46,6,1,2,0,2303,1,0,241
43,4,1,2,0,144,1,0,131
34,7,1,1,0,205,1,0,312
39,4,1,2,0,305,1,0,275
30,1,0,1,0,251,1,1,120
56,5,1,1,0,0,1,0,333
29,9,1,1,0,8,0,0,113
40,1,0,1,0,139,1,0,91
36,7,1,1,0,184,1,0,128
37,1,2,1,0,238,1,0,200
35,0,1,1,0,0,0,0,326
35,1,1,0,1,0,1,0,292
47,7,1,0,0,222,1,0,68
31,7,1,1,0,414,1,0,215
56,5,2,0,0,223,1,0,97
57,9,1,1,0,197,0,0,32
36,1,1,1,0,-251,1,0,162
45,6,0,1,0,-139,1,0,152
47,1,1,3,0,733,1,0,268
29,9,2,2,0,0,1,0,104
57,7,1,1,0,1,0,0,852
45,1,1,0,0,97,1,0,923
31,1,2,0,0,435,1,0,159
31,4,0,2,0,0,1,0,953
37,9,2,2,0,147,0,0,416
30,9,2,2,0,3,1,0,174
58,7,0,1,0,1109,1,1,180
33,7,1,1,0,404,1,0,139
39,1,1,0,0,981,1,0,294
33,1,2,0,0,95,1,0,102
34,7,1,1,0,302,1,0,124
36,7,0,1,0,-290,1,1,128
37,7,2,1,0,259,1,0,130
35,1,1,1,0,527,1,1,143
55,5,1,1,0,102,1,0,74
34,4,2,2,0,872,1,0,105
40,4,0,2,0,490,1,0,477
42,1,2,0,0,19,1,0,158
37,1,1,1,0,16,1,0,250
42,4,1,2,0,386,1,0,168
35,9,2,1,0,539,1,0,520
44,9,0,1,0,-329,1,0,171
30,7,2,1,0,-174,1,0,113
45,2,1,1,0,68,1,0,254
35,1,2,3,1,-532,1,0,149
36,0,0,1,0,0,1,0,133
49,1,1,1,0,64,1,0,293
31,1,2,1,0,1415,1,0,485
31,9,2,1,0,147,1,0,374
39,1,1,1,0,72,1,0,425
37,7,2,1,0,-196,1,0,207
33,1,1,0,0,716,1,0,83
37,4,1,2,0,0,1,0,228
42,7,1,1,0,-246,1,0,149
56,1,1,1,0,-203,1,0,139
37,0,2,1,0,245,1,1,732
36,7,2,1,0,342,1,0,142
29,9,2,2,0,3,1,0,359
54,4,1,2,1,-248,1,1,112
38,1,1,1,0,376,1,0,1521
43,1,0,1,0,370,1,0,216
47,0,2,1,0,594,1,0,161
47,1,1,1,0,387,1,0,122
38,7,1,1,0,208,1,0,800
40,1,1,1,0,563,1,0,615
33,7,0,1,0,392,1,1,254
33,5,1,1,0,165,0,0,111
53,0,0,3,0,236,1,0,354
37,7,1,0,0,52,1,0,359
40,4,2,2,0,1265,1,0,97
37,1,1,0,0,693,1,0,327
35,9,1,1,0,118,1,0,236
49,1,1,0,0,3659,1,0,160
26,1,2,1,0,24,1,0,180
38,4,2,2,0,673,1,0,184
52,6,1,1,0,273,0,0,227
33,7,0,1,0,327,1,0,109
31,0,2,1,0,299,1,0,492
32,1,1,1,0,0,1,0,298
35,1,2,0,0,109,1,0,83
55,4,0,2,0,552,0,0,241
32,1,0,0,0,473,1,0,204
37,11,2,3,0,414,1,0,131
45,1,1,1,0,154,1,0,1138
31,9,1,1,0,344,1,0,123
38,0,1,1,0,8,1,0,125
37,7,1,1,0,78,1,0,295
38,1,1,1,0,266,1,0,287
33,3,1,2,0,98,1,1,109
38,1,1,0,0,83,1,0,140
37,4,2,2,1,45,1,0,204
29,10,1,2,0,8,1,0,233
42,4,1,2,0,263,1,0,254
40,1,1,1,0,306,1,0,184
32,4,1,2,0,233,1,0,193
47,4,0,2,0,447,0,1,126
29,8,2,1,0,872,1,0,230
53,7,0,0,0,-291,1,1,591
31,7,1,2,0,309,1,1,294
59,1,1,1,0,202,1,0,173
29,2,1,0,0,56,1,1,336
59,1,1,0,0,229,1,1,19
44,1,1,0,0,143,1,0,153
38,0,2,1,0,100,1,0,786
49,0,1,1,0,326,1,0,99
43,1,1,1,0,167,1,0,243
52,0,2,1,0,545,1,0,260
40,0,1,1,0,2100,1,1,164
32,7,1,1,0,0,1,1,255
47,0,1,0,0,192,1,0,47
33,4,1,2,0,442,1,0,463
35,4,1,2,0,267,1,0,192
27,7,2,1,0,0,1,0,388
50,1,1,0,0,377,1,0,221
44,5,1,1,0,7624,0,0,126
43,6,1,0,0,66,1,0,175
51,1,1,3,0,37,1,0,256
32,0,2,1,0,64,1,0,202
47,4,0,2,0,34,1,0,104
34,0,0,1,0,627,1,0,283
57,6,1,0,0,1013,1,0,448
43,0,2,1,0,140,1,0,127
40,7,2,2,0,8823,1,0,378
28,1,2,1,0,97,1,0,67
38,1,1,3,0,5,1,0,221
37,10,0,1,0,74,1,0,150
44,0,1,1,0,58544,1,0,144
41,9,1,1,0,169,1,0,296
37,6,1,2,0,444,1,0,401
30,7,2,2,0,542,1,0,435
32,1,1,1,0,-205,1,0,388
30,4,2,2,0,112,1,0,245
35,7,1,1,0,39,0,0,143
55,1,1,1,0,1268,1,0,223
52,1,1,1,0,-98,1,0,423
33,0,1,1,0,44,1,1,231
55,5,1,0,0,-90,1,1,634
33,1,1,1,0,0,0,0,107
40,1,1,1,1,-94,1,1,227
39,1,1,1,1,-345,1,0,69
54,1,1,1,0,-932,1,0,799
39,1,1,0,0,20,1,0,109
49,1,1,1,0,90,1,0,127
52,0,1,1,0,31,1,0,120
27,4,2,2,0,134,1,1,68
26,7,1,1,0,0,1,0,180
40,1,1,1,0,61,1,0,112
47,1,1,1,1,-5,1,0,444
31,7,2,1,0,-45,0,0,246
53,1,2,1,0,156,1,1,259
31,7,1,1,0,564,1,0,223
33,0,1,1,0,-6,1,0,566
35,7,1,1,0,528,0,0,274
46,2,1,3,0,1481,1,0,49
31,4,1,1,0,2019,0,0,380
35,9,2,1,0,1855,1,0,138
29,4,1,1,0,147,1,1,376
51,9,1,1,0,220,1,0,421
33,1,1,0,0,198,1,0,121
37,4,1,2,0,115,0,0,36
43,0,2,3,0,87,1,0,328
42,9,1,2,0,644,1,0,19
28,1,1,1,0,225,1,1,866
57,5,1,1,0,502,1,0,229
38,7,1,1,0,-32,1,0,154
39,1,1,0,0,106,1,0,56
36,9,1,2,0,301,1,0,1581
57,5,1,2,0,906,1,0,117
44,4,1,3,0,187,1,0,185
48,7,0,1,0,852,1,1,202
46,1,1,0,0,143,1,0,279
43,0,1,1,0,71,0,0,180
49,7,1,1,0,1496,1,0,218
29,7,2,1,0,703,1,0,129
53,1,1,1,0,732,1,0,530
30,7,2,1,0,21,1,0,104
41,4,0,1,0,276,1,0,60
33,9,1,1,0,0,1,0,432
47,1,1,0,0,550,1,0,113
58,5,1,1,0,268,1,0,516
31,10,1,1,0,-825,1,0,179
38,0,2,1,0,137,1,1,125
60,5,1,1,0,42,1,1,386
33,4,2,2,0,54,0,0,262
33,10,2,2,0,1716,1,0,396
52,0,1,0,0,270,1,0,294
42,1,1,0,0,803,1,0,171
30,9,2,1,0,102,1,0,614
33,2,0,2,0,188,1,0,118
46,0,0,1,0,207,1,0,485
51,1,1,0,0,1466,1,0,406
40,10,2,1,0,350,1,0,287
50,0,1,1,0,159,1,0,216
42,2,1,2,0,157,1,1,650
38,9,1,1,0,0,0,0,55
36,0,2,0,0,91,1,0,371
37,10,0,0,0,849,1,0,166
33,4,1,2,0,436,1,0,48
38,1,2,1,0,-1,1,0,72
52,1,1,2,0,297,1,0,55
29,1,1,1,0,313,1,1,144
37,1,1,0,0,310,1,0,474
34,0,1,1,0,475,1,0,559
43,1,1,0,0,61,1,0,261
49,7,1,1,0,1377,1,0,1101
33,9,2,1,0,56,0,0,236
47,0,1,3,0,0,1,0,164
50,9,1,1,0,73,0,0,93
30,1,2,0,0,660,1,0,912
44,7,1,0,0,-79,1,0,179
44,1,0,1,0,558,1,0,485
30,7,2,1,0,342,1,0,206
40,1,1,3,0,-4,1,0,311
41,1,1,3,0,225,1,0,690
34,1,1,0,0,267,1,0,362
53,7,1,0,0,46,1,0,274
35,1,1,0,0,624,1,0,163
34,9,0,1,0,1107,1,1,345
39,0,2,1,0,573,1,0,329
39,4,2,2,0,406,1,0,68
52,7,0,1,0,220,1,0,143
34,1,1,1,0,2308,1,0,1062
37,1,0,0,0,139,1,0,71
39,0,1,1,0,367,1,0,106
52,2,0,0,0,278,1,0,688
35,1,1,0,0,229,1,0,103
36,2,1,2,0,1722,1,0,349
48,9,1,1,0,-500,1,0,78
31,0,0,1,0,308,1,0,194
43,9,0,2,0,1026,1,1,224
43,1,2,0,0,548,1,0,98
39,1,1,1,0,356,1,1,607
40,9,1,0,0,164,1,0,398
58,4,1,2,0,211,0,0,103
31,1,1,0,0,19,1,0,241
41,1,1,1,0,108,1,1,203
37,4,1,2,0,308,1,0,96
44,7,0,1,0,7,1,1,238
37,9,1,2,0,16,1,1,153
39,1,1,0,0,867,1,0,481
41,1,2,1,0,277,1,0,2177
52,1,0,0,0,196,1,0,119
29,1,2,0,0,365,1,1,245
60,1,0,1,0,1310,0,0,152
32,9,1,1,0,186,0,0,418
50,7,2,0,0,148,1,0,198
56,1,1,0,0,862,1,1,198
48,0,1,1,0,359,1,0,374
29,1,1,0,0,190,0,0,51
40,1,1,1,0,4,1,1,263
42,0,0,1,0,0,1,0,229
34,1,1,1,0,42,1,0,154
23,4,2,2,0,2605,1,0,278
30,9,2,2,0,60,1,1,306
51,4,1,0,0,98,1,0,114
52,9,2,1,0,-181,1,0,94
45,9,1,1,0,118,1,0,208
41,1,1,1,0,-15,1,0,169
27,8,2,1,0,671,1,0,332
50,1,1,1,0,1557,1,0,263
36,1,1,0,0,-20,1,0,353
46,1,1,0,0,323,1,0,108
44,1,1,0,0,-171,1,0,441
47,1,1,1,0,438,1,0,46
40,1,1,1,0,316,1,0,266
36,7,2,1,0,174,1,0,223
46,1,1,1,0,442,1,0,105
58,9,1,1,0,786,1,0,165
30,9,0,2,0,-317,1,0,381
43,1,1,1,0,667,1,0,228
29,7,2,1,0,-158,1,0,128
41,4,1,2,0,72,1,0,764
44,2,1,0,0,58,1,0,113
44,7,0,1,0,396,1,1,396
59,1,1,0,0,10,1,0,133
39,4,2,3,0,2887,1,0,42
42,4,1,1,0,0,0,0,234
31,0,1,1,0,89,0,0,297
29,11,2,0,0,50,1,0,50
39,1,2,1,0,29,1,0,214
44,1,1,0,0,420,1,0,110
49,7,2,0,0,114,1,0,99
39,3,1,1,0,365,1,0,274
27,1,2,1,0,0,1,0,191
56,4,1,0,0,-24,1,0,305
43,9,1,2,0,743,1,0,134
37,6,1,0,0,0,0,0,112
54,9,2,1,0,99,1,0,283
38,1,1,1,0,22,1,1,353
31,1,1,0,0,251,1,0,212
34,1,1,1,0,615,1,0,225
35,0,1,0,0,136,1,0,283
44,1,2,3,0,2167,1,0,1273
30,1,1,1,0,309,1,0,1574
51,9,1,1,0,221,1,0,139
37,1,1,0,0,321,1,0,228
39,1,1,2,0,-33,1,0,62
33,4,2,2,0,76,1,0,256
37,4,0,2,0,42,1,0,564
46,1,2,1,0,76,1,0,245
32,0,1,1,0,1293,1,0,161
43,2,1,0,0,526,1,0,79
59,3,0,3,0,873,1,0,152
46,0,1,0,0,40,1,0,591
47,1,1,0,0,117,1,0,113
31,7,2,1,0,671,1,0,193
30,1,1,0,0,145,1,0,299
38,1,1,0,0,1807,0,0,348
44,1,2,1,0,-212,1,1,103
52,9,1,3,0,133,1,0,253
29,7,2,1,0,566,0,0,127
43,0,1,2,0,1924,1,0,244
47,9,1,0,0,145,1,0,157
43,1,1,0,0,487,1,0,548
52,1,0,0,0,-57,1,0,114
32,7,2,1,0,81,1,0,126
40,0,2,1,0,-227,1,0,161
57,9,0,1,0,2710,1,1,333
30,7,0,1,0,98,1,0,155
48,1,1,1,0,1230,1,1,152
46,1,1,1,0,78,1,1,145
59,5,0,0,0,137,1,1,66
50,1,1,0,1,354,1,0,123
50,1,0,0,0,149,1,0,74
33,1,0,1,0,126,1,0,248
39,9,2,3,0,0,1,0,130
57,5,0,1,0,8266,1,0,71
49,1,1,3,0,51,1,0,984
41,1,1,0,0,258,1,0,252
43,9,1,0,0,117,1,0,84
29,4,1,2,0,199,1,1,1689
56,7,1,0,0,219,1,0,130
46,9,1,1,0,1571,1,0,489
42,1,1,0,0,223,1,0,41
36,1,1,0,0,-79,0,0,159
29,7,1,0,0,321,1,0,196
43,0,2,1,0,2527,1,0,276
48,0,1,1,0,5,1,0,697
38,1,2,0,0,20,1,0,81
46,1,1,1,0,1045,1,1,149
44,1,1,1,0,1,1,0,281
28,4,1,2,0,3,1,0,122
28,1,1,0,0,-55,1,0,361
36,9,0,1,0,141,1,0,319
37,1,1,1,0,374,1,0,944
56,4,1,0,0,93,1,0,282
46,1,2,2,0,460,1,0,1102
34,7,0,1,0,78,1,0,35
32,2,1,1,0,135,1,0,143
33,9,1,1,0,367,1,1,22
36,7,2,1,0,248,1,0,90
35,7,1,1,0,630,1,0,17
44,0,2,1,0,-30,1,0,404
37,9,1,1,0,157,1,0,238
48,0,0,1,0,268,1,0,71
38,1,1,1,0,164,1,0,309
44,9,1,1,0,-97,1,0,408
31,0,0,1,0,53,1,0,128
35,4,0,2,0,788,1,0,297
54,9,0,1,0,1904,1,1,280
28,0,2,1,0,260,1,0,374
38,10,1,0,0,447,1,0,365
48,9,1,1,0,720,1,0,177
31,1,1,2,0,2827,1,0,238
59,5,1,3,0,0,0,0,425
29,0,2,1,0,1117,1,0,77
28,1,1,1,0,597,1,0,223
50,1,1,0,0,362,1,0,201
31,6,2,2,0,120,1,0,239
32,0,2,1,0,89,1,1,308
30,7,1,1,0,442,1,0,137
32,4,2,2,0,111,1,0,162
29,9,2,1,0,247,1,0,134
30,0,0,1,0,1,1,0,175
34,4,1,0,0,6,1,0,125
34,1,2,1,1,-947,1,0,211
41,1,1,0,0,191,1,0,67
36,1,1,1,0,-147,1,0,156
31,9,2,2,0,703,1,0,943
39,1,1,0,0,70,0,0,813
36,9,1,1,0,83,1,0,178
39,1,1,1,0,125,1,0,142
37,1,1,0,0,190,1,1,194
52,1,1,1,0,46,1,0,132
25,4,2,2,0,1348,1,0,109
42,9,1,1,0,420,1,0,94
27,7,0,1,0,96,1,0,31
42,1,1,0,0,271,1,0,84
29,0,0,1,0,1320,1,1,489
38,1,1,0,0,54,1,0,180
42,2,1,0,0,198,1,0,314
35,6,1,0,0,1094,1,0,207
41,4,1,2,0,141,1,1,146
57,5,1,0,0,207,1,0,193
36,1,1,1,0,-206,1,0,177
56,4,0,2,0,177,1,0,1040
33,1,0,0,0,176,1,0,622
41,2,0,2,0,-413,1,0,170
33,1,1,0,0,-81,1,0,267
35,4,0,2,0,3837,1,0,1084
43,4,1,2,0,870,1,1,528
36,0,2,1,0,206,1,0,183
37,9,1,1,0,316,1,0,238
51,4,1,0,1,57,1,1,61
28,3,0,0,0,1,1,0,923
43,1,1,1,1,-7,0,0,70
32,1,2,0,0,611,1,0,541
36,2,2,1,0,157,1,0,41
33,10,2,1,0,233,1,0,221
39,0,1,1,0,419,1,1,35
28,1,1,1,0,134,1,0,262
26,9,2,1,0,2087,0,0,151
40,9,1,2,0,103,1,0,135
44,3,1,1,0,281,1,0,604
34,4,1,2,0,133,1,0,65
47,1,1,0,0,1865,1,0,380
55,1,2,2,0,325,1,0,693
48,1,0,0,0,-18,1,0,11
36,1,2,0,0,49,1,0,405
31,4,2,2,0,7444,1,1,20
30,4,2,2,0,59,1,1,202
46,1,1,0,0,45,1,0,235
30,0,2,1,0,387,1,0,75
32,1,2,1,0,5,1,1,134
48,1,2,3,0,71,1,0,101
48,0,2,1,0,96,1,0,255
36,7,2,2,0,72,1,0,80
41,0,2,1,0,1715,1,0,462
49,0,2,0,0,181,1,0,161
26,1,1,1,1,20,1,0,200
38,4,1,1,0,65,1,0,56
27,8,2,1,0,81,1,0,238
51,5,1,1,0,226,1,1,418
33,0,0,1,0,1128,1,0,139
53,10,1,1,0,582,1,0,96
36,9,1,1,0,5611,1,0,39
48,9,0,1,0,177,1,0,471
27,0,2,1,0,181,1,0,231
42,9,1,1,0,0,1,0,66
61,1,1,0,0,734,1,0,204
31,6,1,2,0,322,1,0,159
37,1,2,1,0,134,1,0,200
34,2,1,2,0,10350,1,0,187
55,9,1,3,0,84,1,0,166
24,7,1,1,0,620,1,0,144
41,9,1,3,0,254,1,0,690
34,1,2,0,0,0,1,0,323
29,1,1,1,0,5903,1,0,194
42,1,2,0,0,134,1,1,82
45,7,1,1,0,1381,1,0,269
49,4,1,1,0,104,1,0,285
26,1,2,0,0,318,1,0,101
35,9,2,1,0,2151,1,0,294
49,7,1,1,0,-8,1,0,1119
44,1,1,0,0,185,1,0,249
41,4,1,2,0,1773,0,0,106
50,1,1,0,0,40,1,0,152
58,5,1,2,0,44,1,0,12
43,1,1,1,0,0,1,0,187
34,4,1,2,0,0,1,0,214
57,0,0,1,0,3058,1,0,268
43,7,0,1,0,130,1,0,193
38,7,1,1,0,507,1,0,95
35,6,1,2,0,844,1,0,60
49,0,1,0,0,458,1,0,381
33,1,1,0,1,-744,1,0,206
60,5,1,0,0,-2,1,0,75
33,9,2,2,0,129,1,0,128
33,7,0,1,0,411,1,0,216
47,4,1,2,0,643,1,0,155
37,9,2,3,0,391,1,0,103
34,1,1,1,0,80,1,1,494
32,9,2,1,0,10,1,0,107
36,0,1,1,0,114,1,1,147
40,1,2,1,0,1,1,0,190
57,4,1,2,0,1341,1,0,339
48,1,1,0,0,4,1,0,198
26,1,1,1,0,2770,1,0,141
30,4,2,2,0,5956,1,0,255
41,0,1,1,0,55,1,0,1120
30,6,1,1,0,131,1,0,306
35,4,1,2,0,1942,1,0,249
36,2,1,3,0,298,1,0,215
52,9,1,1,0,291,0,0,143
45,1,1,0,0,85,1,0,162
35,4,2,2,0,797,1,0,81
46,1,2,1,0,152,1,0,33
39,1,1,0,0,481,1,0,204
38,4,1,2,0,66,1,0,124
38,1,1,1,0,4586,1,0,784
31,9,2,2,0,1798,1,0,393
39,4,2,2,0,220,1,0,87
32,1,1,1,0,715,1,0,108
32,7,1,1,0,442,1,0,207
26,8,2,1,0,85,1,0,278
35,9,1,1,0,319,1,0,74
26,1,2,1,0,-29,1,0,196
33,0,2,1,0,303,0,0,149
41,11,2,0,0,2398,1,0,287
30,2,1,1,0,31,0,0,229
36,9,2,1,0,1832,1,0,154
46,7,1,1,0,2019,1,0,357
30,1,1,0,0,3,1,0,147
46,7,1,1,0,397,0,0,93
38,9,1,2,0,1161,1,0,665
24,9,2,2,0,777,1,0,131
41,4,0,2,0,47,1,0,160
28,9,1,0,0,-58,1,0,74
55,10,2,2,0,1513,1,0,60
40,4,1,2,0,121,0,0,82
38,4,0,2,0,904,1,0,475
40,9,1,1,0,697,1,0,111
54,7,1,1,0,841,1,0,284
49,3,1,1,0,7317,1,0,140
44,1,1,1,0,-95,1,0,110
32,4,2,2,0,751,1,0,64
36,1,1,0,0,250,1,0,149
35,9,2,1,0,365,1,0,256
31,4,2,2,0,1315,1,0,156
34,9,1,1,0,65,1,0,63
36,4,1,2,0,1852,0,0,362
44,0,2,1,0,-84,1,0,32
44,1,2,1,0,36,1,0,712
51,1,1,3,0,125,1,0,102
36,1,1,1,0,0,0,0,338
37,1,1,1,0,105,1,0,69
31,7,1,1,0,432,1,0,446
42,1,1,0,0,555,1,0,249
55,2,1,0,0,-24,1,0,176
57,4,1,2,0,2261,1,0,1007
33,7,1,1,0,804,1,1,266
44,1,1,1,1,-617,1,0,172
30,9,1,1,0,-1,1,0,323
37,7,1,1,0,237,1,0,175
32,0,1,1,0,514,1,0,459
33,1,1,1,0,1988,1,0,211
31,9,2,2,0,491,1,0,237
46,9,1,2,0,675,1,0,50
34,1,2,1,0,177,1,0,500
51,0,0,1,0,340,1,0,186
49,9,1,0,0,230,1,0,96
52,4,2,2,1,0,0,0,98
43,9,1,2,0,2331,1,0,364
35,1,0,1,0,0,1,0,477
27,8,2,1,0,217,1,0,319
43,1,1,0,0,186,1,0,178
49,0,0,1,0,168,1,1,513
50,7,0,1,0,145,1,0,170
33,0,0,1,0,140,1,0,139
49,7,1,1,0,-22,1,0,70
50,9,1,1,0,389,1,0,110
42,0,1,1,0,323,1,1,280
28,7,1,1,0,6,1,0,667
41,9,1,1,0,225,1,1,63
34,7,1,1,0,142,1,0,159
58,1,1,0,0,5,0,0,177
46,1,1,0,0,174,1,1,108
46,1,1,0,0,-768,1,0,194
42,1,1,1,0,30,0,0,366
40,1,1,0,0,968,1,1,213
42,1,0,1,0,47,1,1,141
33,2,1,1,0,0,1,1,982
27,7,1,0,0,91,1,0,168
43,1,1,0,0,-77,1,0,468
28,1,1,3,0,486,1,0,180
34,1,2,1,0,341,1,0,195
37,7,1,1,0,50,1,0,352
41,7,1,1,0,205,1,0,91
39,0,2,1,0,762,1,0,288
37,9,2,2,0,31,1,0,72
41,10,1,0,1,-581,1,0,218
36,7,2,1,0,-45,1,0,289
51,1,1,0,0,0,0,0,384
28,6,1,2,0,120,1,1,130
31,1,1,1,0,335,1,0,226
33,7,1,1,0,-232,1,0,208
28,0,0,1,0,785,1,0,442
31,7,1,1,0,28,1,0,101
43,4,2,2,0,2067,1,0,756
48,1,1,0,0,448,1,0,189
26,8,2,2,0,37,1,0,108
34,9,2,2,0,301,1,0,205
38,1,1,0,0,668,0,0,238
51,0,0,1,0,115,1,1,136
49,0,2,1,0,275,0,0,14
60,5,1,0,0,414,0,0,395
32,4,2,2,0,3,1,0,161
36,0,0,1,0,496,0,0,269
28,4,2,2,0,150,1,0,491
34,4,2,2,0,163,0,0,44
40,0,2,1,0,1322,1,0,26
33,3,1,0,0,1713,1,0,22
37,0,1,0,0,242,1,0,161
40,4,1,2,0,-29,0,0,406
59,5,0,2,0,381,1,0,422
39,1,2,1,0,82,1,0,147
28,4,2,2,0,21,1,0,219
30,7,1,1,0,1801,1,0,807
40,1,1,0,0,640,1,1,347
28,1,1,0,0,113,1,0,534
39,1,1,1,0,1042,1,0,58
44,7,0,1,0,240,1,0,155
39,7,2,1,0,-244,1,0,152
30,1,1,0,0,70,1,1,461
35,1,1,1,0,-339,1,0,389
31,4,1,2,0,59,1,0,314
47,4,1,0,0,1222,1,0,28
26,8,2,3,0,-41,1,0,229
25,1,2,1,0,0,1,0,30
42,4,1,2,0,6,1,0,103
30,1,1,0,0,4,1,0,32
28,7,1,1,0,20,1,1,252
46,0,0,2,0,846,1,0,369
43,1,0,1,0,338,1,0,116
38,9,1,3,0,90,1,1,20
31,1,1,0,0,406,1,0,31
29,7,2,1,0,2,0,0,190
34,7,1,1,0,2211,0,0,149
40,1,1,0,0,87,1,0,210
30,9,2,2,0,178,1,0,234
44,9,1,3,0,185,1,1,63
38,1,1,1,0,-210,1,0,21
43,4,0,2,0,388,1,0,2087
32,1,1,1,0,1,1,0,102
33,4,1,1,1,879,1,0,245
32,1,1,1,0,214,1,0,190
40,9,1,3,0,698,1,0,223
34,4,1,2,0,1601,1,0,650
30,1,1,1,0,717,1,0,42
53,1,0,0,0,255,1,0,206
39,4,2,2,0,375,1,0,66
46,1,1,0,0,587,1,0,173
32,4,1,2,0,644,1,1,477
60,9,1,3,0,0,1,0,77
40,4,2,2,0,-275,1,0,219
47,1,1,1,0,116,1,0,376
25,2,1,2,0,37,1,1,453
44,1,1,0,0,753,1,0,151
38,1,2,0,0,162,1,0,200
45,0,0,1,0,984,1,0,298
34,1,1,1,0,199,1,0,627
36,7,0,1,0,241,1,0,133
30,1,2,1,0,648,1,1,287
35,1,2,1,0,907,1,1,242
39,10,0,1,0,6322,0,0,184
46,1,1,1,0,125,1,1,119
36,6,1,0,0,90,1,0,403
22,9,2,1,0,54,1,1,626
26,1,2,1,0,-132,0,0,12
48,0,0,1,0,267,0,0,266
32,1,1,0,0,289,1,0,23
58,6,0,1,0,613,1,0,154
57,2,1,3,0,618,1,0,10
53,4,1,2,0,1786,1,0,66
29,4,0,2,0,607,1,1,240
34,7,1,1,0,586,1,1,224
32,7,2,1,0,459,1,0,202
55,2,1,0,0,298,1,0,144
50,1,0,0,0,134,0,0,263
43,1,1,0,0,34,1,0,543
44,7,2,1,0,1378,1,0,257
27,1,1,2,0,417,1,1,237
35,1,1,1,0,25,1,0,23
45,7,1,1,0,22,1,0,209
35,1,2,0,0,398,1,0,34
49,1,2,0,0,1164,1,0,72
34,4,1,1,0,487,1,0,442
46,0,1,1,0,1069,1,0,45
43,1,1,0,0,-192,1,0,1120
42,5,1,0,0,0,1,0,186
55,1,1,0,0,332,1,0,318
37,1,1,1,0,121,1,0,617
31,1,1,0,0,68,1,0,226
57,1,0,0,0,-176,1,0,275
33,1,1,1,0,527,1,1,81
43,7,2,3,0,193,1,0,74
60,1,0,0,0,7601,1,0,285
51,4,1,2,0,751,0,0,261
38,1,2,3,0,495,1,0,297
37,9,2,1,0,670,1,0,78
41,1,2,1,0,363,1,0,183
42,1,1,1,0,376,1,0,15
41,4,0,2,0,292,1,0,352
33,9,1,3,0,0,0,0,345
32,0,2,1,0,184,1,0,230
30,7,1,1,0,80,1,0,185
43,9,1,1,0,1824,1,0,296
30,1,1,1,0,2850,0,0,181
37,1,0,1,0,48,1,0,133
34,4,1,2,0,76,0,0,335
32,10,2,2,0,336,1,0,139
42,9,1,1,0,0,0,1,7
35,9,2,1,0,433,1,0,163
34,1,1,1,0,103,1,1,956
50,1,1,0,0,1164,1,0,166
34,1,1,1,0,129,1,0,71
38,7,0,1,0,5873,0,0,191
28,1,1,1,0,0,1,0,459
55,1,1,0,0,82,1,0,292
38,1,1,0,0,362,1,0,100
31,1,1,1,0,186,1,0,257
57,0,1,1,0,1216,1,0,255
50,4,0,2,0,704,1,0,233
47,1,1,0,0,205,1,0,128
39,1,1,0,0,830,1,0,246
34,7,1,1,0,-315,1,0,56
41,9,1,1,0,64,1,1,210
59,2,1,2,0,-820,0,0,43
35,6,2,2,0,538,1,1,21
31,9,2,2,0,948,1,0,91
55,4,1,2,0,1288,1,0,67
36,1,1,3,0,70,1,0,219
41,4,1,2,0,393,1,0,110
44,9,2,1,0,365,1,0,169
40,1,2,1,0,879,1,1,248
32,1,1,1,0,491,1,0,223
38,4,2,2,0,0,1,0,92
27,8,2,1,0,0,0,0,93
33,10,1,1,0,229,1,0,205
37,7,1,1,0,22,1,1,160
40,4,1,2,0,570,1,0,105
33,1,2,1,0,56,1,0,112
40,0,2,1,0,118,1,0,383
27,1,1,1,0,106,1,0,207
42,4,2,2,0,1768,1,0,193
41,1,1,1,0,213,1,0,10
37,10,2,1,0,381,1,0,985
38,10,1,0,0,1147,1,1,249
44,1,1,1,0,373,1,0,122
31,1,1,0,0,50,1,0,300
34,1,1,1,0,67,1,1,672
46,1,1,0,0,0,1,1,390
33,0,1,1,0,61,1,1,116
36,1,1,1,0,504,1,0,481
32,10,2,1,0,177,1,0,21
27,9,2,1,0,584,1,0,192
