age,job,marital,education,default,balance,housing,loan
53,0,0,3,0,236,1,0
37,7,1,0,0,52,1,0
40,4,2,2,0,1265,1,0
37,1,1,0,0,693,1,0
35,9,1,1,0,118,1,0
49,1,1,0,0,3659,1,0
26,1,2,1,0,24,1,0
38,4,2,2,0,673,1,0
52,6,1,1,0,273,0,0
33,7,0,1,0,327,1,0
31,0,2,1,0,299,1,0
32,1,1,1,0,0,1,0
35,1,2,0,0,109,1,0
55,4,0,2,0,552,0,0
32,1,0,0,0,473,1,0
37,11,2,3,0,414,1,0
45,1,1,1,0,154,1,0
31,9,1,1,0,344,1,0
38,0,1,1,0,8,1,0
37,7,1,1,0,78,1,0
38,1,1,1,0,266,1,0
33,3,1,2,0,98,1,1
38,1,1,0,0,83,1,0
37,4,2,2,1,45,1,0
29,10,1,2,0,8,1,0
42,4,1,2,0,263,1,0
40,1,1,1,0,306,1,0
32,4,1,2,0,233,1,0
47,4,0,2,0,447,0,1
29,8,2,1,0,872,1,0
53,7,0,0,0,-291,1,1
31,7,1,2,0,309,1,1
59,1,1,1,0,202,1,0
29,2,1,0,0,56,1,1
59,1,1,0,0,229,1,1
44,1,1,0,0,143,1,0
38,0,2,1,0,100,1,0
49,0,1,1,0,326,1,0
43,1,1,1,0,167,1,0
52,0,2,1,0,545,1,0
40,0,1,1,0,2100,1,1
32,7,1,1,0,0,1,1
47,0,1,0,0,192,1,0
33,4,1,2,0,442,1,0
35,4,1,2,0,267,1,0
27,7,2,1,0,0,1,0
50,1,1,0,0,377,1,0
44,5,1,1,0,7624,0,0
43,6,1,0,0,66,1,0
51,1,1,3,0,37,1,0
32,0,2,1,0,64,1,0
47,4,0,2,0,34,1,0
34,0,0,1,0,627,1,0
57,6,1,0,0,1013,1,0
43,0,2,1,0,140,1,0
40,7,2,2,0,8823,1,0
28,1,2,1,0,97,1,0
38,1,1,3,0,5,1,0
37,10,0,1,0,74,1,0
44,0,1,1,0,58544,1,0
41,9,1,1,0,169,1,0
37,6,1,2,0,444,1,0
30,7,2,2,0,542,1,0
32,1,1,1,0,-205,1,0
30,4,2,2,0,112,1,0
35,7,1,1,0,39,0,0
55,1,1,1,0,1268,1,0
52,1,1,1,0,-98,1,0
33,0,1,1,0,44,1,1
55,5,1,0,0,-90,1,1
33,1,1,1,0,0,0,0
40,1,1,1,1,-94,1,1
39,1,1,1,1,-345,1,0
54,1,1,1,0,-932,1,0
39,1,1,0,0,20,1,0
49,1,1,1,0,90,1,0
52,0,1,1,0,31,1,0
27,4,2,2,0,134,1,1
26,7,1,1,0,0,1,0
40,1,1,1,0,61,1,0
47,1,1,1,1,-5,1,0
31,7,2,1,0,-45,0,0
53,1,2,1,0,156,1,1
31,7,1,1,0,564,1,0
33,0,1,1,0,-6,1,0
35,7,1,1,0,528,0,0
46,2,1,3,0,1481,1,0
31,4,1,1,0,2019,0,0
35,9,2,1,0,1855,1,0
29,4,1,1,0,147,1,1
51,9,1,1,0,220,1,0
33,1,1,0,0,198,1,0
37,4,1,2,0,115,0,0
43,0,2,3,0,87,1,0
42,9,1,2,0,644,1,0
28,1,1,1,0,225,1,1
57,5,1,1,0,502,1,0
38,7,1,1,0,-32,1,0
39,1,1,0,0,106,1,0
36,9,1,2,0,301,1,0
57,5,1,2,0,906,1,0
44,4,1,3,0,187,1,0
48,7,0,1,0,852,1,1
46,1,1,0,0,143,1,0
43,0,1,1,0,71,0,0
49,7,1,1,0,1496,1,0
29,7,2,1,0,703,1,0
53,1,1,1,0,732,1,0
30,7,2,1,0,21,1,0
41,4,0,1,0,276,1,0
33,9,1,1,0,0,1,0
47,1,1,0,0,550,1,0
58,5,1,1,0,268,1,0
31,10,1,1,0,-825,1,0
38,0,2,1,0,137,1,1
60,5,1,1,0,42,1,1
33,4,2,2,0,54,0,0
33,10,2,2,0,1716,1,0
52,0,1,0,0,270,1,0
42,1,1,0,0,803,1,0
30,9,2,1,0,102,1,0
33,2,0,2,0,188,1,0
46,0,0,1,0,207,1,0
51,1,1,0,0,1466,1,0
40,10,2,1,0,350,1,0
50,0,1,1,0,159,1,0
42,2,1,2,0,157,1,1
38,9,1,1,0,0,0,0
36,0,2,0,0,91,1,0
37,10,0,0,0,849,1,0
33,4,1,2,0,436,1,0
38,1,2,1,0,-1,1,0
52,1,1,2,0,297,1,0
29,1,1,1,0,313,1,1
37,1,1,0,0,310,1,0
34,0,1,1,0,475,1,0
43,1,1,0,0,61,1,0
49,7,1,1,0,1377,1,0
33,9,2,1,0,56,0,0
47,0,1,3,0,0,1,0
50,9,1,1,0,73,0,0
30,1,2,0,0,660,1,0
44,7,1,0,0,-79,1,0
44,1,0,1,0,558,1,0
30,7,2,1,0,342,1,0
40,1,1,3,0,-4,1,0
41,1,1,3,0,225,1,0
34,1,1,0,0,267,1,0
53,7,1,0,0,46,1,0
35,1,1,0,0,624,1,0
34,9,0,1,0,1107,1,1
39,0,2,1,0,573,1,0
39,4,2,2,0,406,1,0
52,7,0,1,0,220,1,0
34,1,1,1,0,2308,1,0
37,1,0,0,0,139,1,0
39,0,1,1,0,367,1,0
52,2,0,0,0,278,1,0
35,1,1,0,0,229,1,0
36,2,1,2,0,1722,1,0
48,9,1,1,0,-500,1,0
31,0,0,1,0,308,1,0
43,9,0,2,0,1026,1,1
43,1,2,0,0,548,1,0
39,1,1,1,0,356,1,1
40,9,1,0,0,164,1,0
58,4,1,2,0,211,0,0
31,1,1,0,0,19,1,0
41,1,1,1,0,108,1,1
37,4,1,2,0,308,1,0
44,7,0,1,0,7,1,1
37,9,1,2,0,16,1,1
39,1,1,0,0,867,1,0
41,1,2,1,0,277,1,0
52,1,0,0,0,196,1,0
29,1,2,0,0,365,1,1
60,1,0,1,0,1310,0,0
32,9,1,1,0,186,0,0
50,7,2,0,0,148,1,0
56,1,1,0,0,862,1,1
48,0,1,1,0,359,1,0
29,1,1,0,0,190,0,0
40,1,1,1,0,4,1,1
42,0,0,1,0,0,1,0
34,1,1,1,0,42,1,0
23,4,2,2,0,2605,1,0
30,9,2,2,0,60,1,1
51,4,1,0,0,98,1,0
52,9,2,1,0,-181,1,0
45,9,1,1,0,118,1,0
41,1,1,1,0,-15,1,0
27,8,2,1,0,671,1,0
50,1,1,1,0,1557,1,0
36,1,1,0,0,-20,1,0
46,1,1,0,0,323,1,0
44,1,1,0,0,-171,1,0
47,1,1,1,0,438,1,0
40,1,1,1,0,316,1,0
36,7,2,1,0,174,1,0
46,1,1,1,0,442,1,0
58,9,1,1,0,786,1,0
30,9,0,2,0,-317,1,0
43,1,1,1,0,667,1,0
29,7,2,1,0,-158,1,0
41,4,1,2,0,72,1,0
44,2,1,0,0,58,1,0
44,7,0,1,0,396,1,1
59,1,1,0,0,10,1,0
39,4,2,3,0,2887,1,0
42,4,1,1,0,0,0,0
31,0,1,1,0,89,0,0
29,11,2,0,0,50,1,0
39,1,2,1,0,29,1,0
44,1,1,0,0,420,1,0
49,7,2,0,0,114,1,0
39,3,1,1,0,365,1,0
27,1,2,1,0,0,1,0
56,4,1,0,0,-24,1,0
43,9,1,2,0,743,1,0
37,6,1,0,0,0,0,0
54,9,2,1,0,99,1,0
38,1,1,1,0,22,1,1
31,1,1,0,0,251,1,0
34,1,1,1,0,615,1,0
35,0,1,0,0,136,1,0
44,1,2,3,0,2167,1,0
30,1,1,1,0,309,1,0
51,9,1,1,0,221,1,0
37,1,1,0,0,321,1,0
39,1,1,2,0,-33,1,0
33,4,2,2,0,76,1,0
37,4,0,2,0,42,1,0
46,1,2,1,0,76,1,0
32,0,1,1,0,1293,1,0
43,2,1,0,0,526,1,0
59,3,0,3,0,873,1,0
46,0,1,0,0,40,1,0
47,1,1,0,0,117,1,0
31,7,2,1,0,671,1,0
30,1,1,0,0,145,1,0
38,1,1,0,0,1807,0,0
44,1,2,1,0,-212,1,1
52,9,1,3,0,133,1,0
29,7,2,1,0,566,0,0
43,0,1,2,0,1924,1,0
47,9,1,0,0,145,1,0
43,1,1,0,0,487,1,0
52,1,0,0,0,-57,1,0
32,7,2,1,0,81,1,0
40,0,2,1,0,-227,1,0
57,9,0,1,0,2710,1,1
30,7,0,1,0,98,1,0
48,1,1,1,0,1230,1,1
46,1,1,1,0,78,1,1
59,5,0,0,0,137,1,1
50,1,1,0,1,354,1,0
50,1,0,0,0,149,1,0
33,1,0,1,0,126,1,0
39,9,2,3,0,0,1,0
57,5,0,1,0,8266,1,0
49,1,1,3,0,51,1,0
41,1,1,0,0,258,1,0
43,9,1,0,0,117,1,0
29,4,1,2,0,199,1,1
56,7,1,0,0,219,1,0
46,9,1,1,0,1571,1,0
42,1,1,0,0,223,1,0
36,1,1,0,0,-79,0,0
29,7,1,0,0,321,1,0
43,0,2,1,0,2527,1,0
48,0,1,1,0,5,1,0
38,1,2,0,0,20,1,0
46,1,1,1,0,1045,1,1
44,1,1,1,0,1,1,0
28,4,1,2,0,3,1,0
28,1,1,0,0,-55,1,0
36,9,0,1,0,141,1,0
37,1,1,1,0,374,1,0
56,4,1,0,0,93,1,0
46,1,2,2,0,460,1,0
34,7,0,1,0,78,1,0
32,2,1,1,0,135,1,0
33,9,1,1,0,367,1,1
36,7,2,1,0,248,1,0
35,7,1,1,0,630,1,0
44,0,2,1,0,-30,1,0
37,9,1,1,0,157,1,0
48,0,0,1,0,268,1,0
38,1,1,1,0,164,1,0
44,9,1,1,0,-97,1,0
31,0,0,1,0,53,1,0
35,4,0,2,0,788,1,0
54,9,0,1,0,1904,1,1
28,0,2,1,0,260,1,0
38,10,1,0,0,447,1,0
48,9,1,1,0,720,1,0
31,1,1,2,0,2827,1,0
59,5,1,3,0,0,0,0
29,0,2,1,0,1117,1,0
28,1,1,1,0,597,1,0
50,1,1,0,0,362,1,0
31,6,2,2,0,120,1,0
32,0,2,1,0,89,1,1
30,7,1,1,0,442,1,0
32,4,2,2,0,111,1,0
29,9,2,1,0,247,1,0
30,0,0,1,0,1,1,0
34,4,1,0,0,6,1,0
34,1,2,1,1,-947,1,0
41,1,1,0,0,191,1,0
36,1,1,1,0,-147,1,0
31,9,2,2,0,703,1,0
39,1,1,0,0,70,0,0
36,9,1,1,0,83,1,0
39,1,1,1,0,125,1,0
37,1,1,0,0,190,1,1
52,1,1,1,0,46,1,0
25,4,2,2,0,1348,1,0
42,9,1,1,0,420,1,0
27,7,0,1,0,96,1,0
42,1,1,0,0,271,1,0
29,0,0,1,0,1320,1,1
38,1,1,0,0,54,1,0
42,2,1,0,0,198,1,0
35,6,1,0,0,1094,1,0
41,4,1,2,0,141,1,1
57,5,1,0,0,207,1,0
36,1,1,1,0,-206,1,0
56,4,0,2,0,177,1,0
33,1,0,0,0,176,1,0
41,2,0,2,0,-413,1,0
33,1,1,0,0,-81,1,0
35,4,0,2,0,3837,1,0
43,4,1,2,0,870,1,1
36,0,2,1,0,206,1,0
37,9,1,1,0,316,1,0
51,4,1,0,1,57,1,1
28,3,0,0,0,1,1,0
43,1,1,1,1,-7,0,0
32,1,2,0,0,611,1,0
36,2,2,1,0,157,1,0
33,10,2,1,0,233,1,0
39,0,1,1,0,419,1,1
28,1,1,1,0,134,1,0
26,9,2,1,0,2087,0,0
40,9,1,2,0,103,1,0
44,3,1,1,0,281,1,0
34,4,1,2,0,133,1,0
47,1,1,0,0,1865,1,0
55,1,2,2,0,325,1,0
48,1,0,0,0,-18,1,0
36,1,2,0,0,49,1,0
31,4,2,2,0,7444,1,1
30,4,2,2,0,59,1,1
46,1,1,0,0,45,1,0
30,0,2,1,0,387,1,0
32,1,2,1,0,5,1,1
48,1,2,3,0,71,1,0
48,0,2,1,0,96,1,0
36,7,2,2,0,72,1,0
41,0,2,1,0,1715,1,0
49,0,2,0,0,181,1,0
26,1,1,1,1,20,1,0
38,4,1,1,0,65,1,0
27,8,2,1,0,81,1,0
51,5,1,1,0,226,1,1
33,0,0,1,0,1128,1,0
53,10,1,1,0,582,1,0
36,9,1,1,0,5611,1,0
48,9,0,1,0,177,1,0
27,0,2,1,0,181,1,0
42,9,1,1,0,0,1,0
61,1,1,0,0,734,1,0
31,6,1,2,0,322,1,0
37,1,2,1,0,134,1,0
34,2,1,2,0,10350,1,0
55,9,1,3,0,84,1,0
24,7,1,1,0,620,1,0
41,9,1,3,0,254,1,0
34,1,2,0,0,0,1,0
29,1,1,1,0,5903,1,0
42,1,2,0,0,134,1,1
45,7,1,1,0,1381,1,0
49,4,1,1,0,104,1,0
26,1,2,0,0,318,1,0
35,9,2,1,0,2151,1,0
49,7,1,1,0,-8,1,0
44,1,1,0,0,185,1,0
41,4,1,2,0,1773,0,0
50,1,1,0,0,40,1,0
58,5,1,2,0,44,1,0
43,1,1,1,0,0,1,0
34,4,1,2,0,0,1,0
57,0,0,1,0,3058,1,0
43,7,0,1,0,130,1,0
38,7,1,1,0,507,1,0
35,6,1,2,0,844,1,0
49,0,1,0,0,458,1,0
33,1,1,0,1,-744,1,0
60,5,1,0,0,-2,1,0
33,9,2,2,0,129,1,0
33,7,0,1,0,411,1,0
47,4,1,2,0,643,1,0
37,9,2,3,0,391,1,0
34,1,1,1,0,80,1,1
32,9,2,1,0,10,1,0
36,0,1,1,0,114,1,1
40,1,2,1,0,1,1,0
57,4,1,2,0,1341,1,0
48,1,1,0,0,4,1,0
26,1,1,1,0,2770,1,0
30,4,2,2,0,5956,1,0
41,0,1,1,0,55,1,0
30,6,1,1,0,131,1,0
35,4,1,2,0,1942,1,0
36,2,1,3,0,298,1,0
52,9,1,1,0,291,0,0
45,1,1,0,0,85,1,0
35,4,2,2,0,797,1,0
46,1,2,1,0,152,1,0
39,1,1,0,0,481,1,0
38,4,1,2,0,66,1,0
38,1,1,1,0,4586,1,0
31,9,2,2,0,1798,1,0
39,4,2,2,0,220,1,0
32,1,1,1,0,715,1,0
32,7,1,1,0,442,1,0
26,8,2,1,0,85,1,0
35,9,1,1,0,319,1,0
26,1,2,1,0,-29,1,0
33,0,2,1,0,303,0,0
41,11,2,0,0,2398,1,0
30,2,1,1,0,31,0,0
36,9,2,1,0,1832,1,0
46,7,1,1,0,2019,1,0
30,1,1,0,0,3,1,0
46,7,1,1,0,397,0,0
38,9,1,2,0,1161,1,0
24,9,2,2,0,777,1,0
41,4,0,2,0,47,1,0
28,9,1,0,0,-58,1,0
55,10,2,2,0,1513,1,0
40,4,1,2,0,121,0,0
38,4,0,2,0,904,1,0
40,9,1,1,0,697,1,0
54,7,1,1,0,841,1,0
49,3,1,1,0,7317,1,0
44,1,1,1,0,-95,1,0
32,4,2,2,0,751,1,0
36,1,1,0,0,250,1,0
35,9,2,1,0,365,1,0
31,4,2,2,0,1315,1,0
34,9,1,1,0,65,1,0
36,4,1,2,0,1852,0,0
44,0,2,1,0,-84,1,0
44,1,2,1,0,36,1,0
51,1,1,3,0,125,1,0
36,1,1,1,0,0,0,0
37,1,1,1,0,105,1,0
31,7,1,1,0,432,1,0
42,1,1,0,0,555,1,0
55,2,1,0,0,-24,1,0
57,4,1,2,0,2261,1,0
33,7,1,1,0,804,1,1
44,1,1,1,1,-617,1,0
30,9,1,1,0,-1,1,0
37,7,1,1,0,237,1,0
32,0,1,1,0,514,1,0
33,1,1,1,0,1988,1,0
31,9,2,2,0,491,1,0
46,9,1,2,0,675,1,0
34,1,2,1,0,177,1,0
51,0,0,1,0,340,1,0
49,9,1,0,0,230,1,0
52,4,2,2,1,0,0,0
43,9,1,2,0,2331,1,0
35,1,0,1,0,0,1,0
27,8,2,1,0,217,1,0
43,1,1,0,0,186,1,0
49,0,0,1,0,168,1,1
50,7,0,1,0,145,1,0
33,0,0,1,0,140,1,0
49,7,1,1,0,-22,1,0
50,9,1,1,0,389,1,0
42,0,1,1,0,323,1,1
28,7,1,1,0,6,1,0
41,9,1,1,0,225,1,1
34,7,1,1,0,142,1,0
58,1,1,0,0,5,0,0
46,1,1,0,0,174,1,1
46,1,1,0,0,-768,1,0
42,1,1,1,0,30,0,0
40,1,1,0,0,968,1,1
42,1,0,1,0,47,1,1
33,2,1,1,0,0,1,1
27,7,1,0,0,91,1,0
43,1,1,0,0,-77,1,0
28,1,1,3,0,486,1,0
34,1,2,1,0,341,1,0
37,7,1,1,0,50,1,0
41,7,1,1,0,205,1,0
39,0,2,1,0,762,1,0
37,9,2,2,0,31,1,0
41,10,1,0,1,-581,1,0
36,7,2,1,0,-45,1,0
51,1,1,0,0,0,0,0
28,6,1,2,0,120,1,1
31,1,1,1,0,335,1,0
33,7,1,1,0,-232,1,0
28,0,0,1,0,785,1,0
31,7,1,1,0,28,1,0
43,4,2,2,0,2067,1,0
48,1,1,0,0,448,1,0
26,8,2,2,0,37,1,0
34,9,2,2,0,301,1,0
38,1,1,0,0,668,0,0
51,0,0,1,0,115,1,1
49,0,2,1,0,275,0,0
60,5,1,0,0,414,0,0
32,4,2,2,0,3,1,0
36,0,0,1,0,496,0,0
28,4,2,2,0,150,1,0
34,4,2,2,0,163,0,0
40,0,2,1,0,1322,1,0
33,3,1,0,0,1713,1,0
37,0,1,0,0,242,1,0
40,4,1,2,0,-29,0,0
59,5,0,2,0,381,1,0
39,1,2,1,0,82,1,0
28,4,2,2,0,21,1,0
30,7,1,1,0,1801,1,0
40,1,1,0,0,640,1,1
28,1,1,0,0,113,1,0
39,1,1,1,0,1042,1,0
44,7,0,1,0,240,1,0
39,7,2,1,0,-244,1,0
30,1,1,0,0,70,1,1
35,1,1,1,0,-339,1,0
31,4,1,2,0,59,1,0
47,4,1,0,0,1222,1,0
26,8,2,3,0,-41,1,0
25,1,2,1,0,0,1,0
42,4,1,2,0,6,1,0
30,1,1,0,0,4,1,0
28,7,1,1,0,20,1,1
46,0,0,2,0,846,1,0
43,1,0,1,0,338,1,0
38,9,1,3,0,90,1,1
31,1,1,0,0,406,1,0
29,7,2,1,0,2,0,0
34,7,1,1,0,2211,0,0
40,1,1,0,0,87,1,0
30,9,2,2,0,178,1,0
44,9,1,3,0,185,1,1
38,1,1,1,0,-210,1,0
43,4,0,2,0,388,1,0
32,1,1,1,0,1,1,0
33,4,1,1,1,879,1,0
32,1,1,1,0,214,1,0
40,9,1,3,0,698,1,0
34,4,1,2,0,1601,1,0
30,1,1,1,0,717,1,0
53,1,0,0,0,255,1,0
39,4,2,2,0,375,1,0
46,1,1,0,0,587,1,0
32,4,1,2,0,644,1,1
60,9,1,3,0,0,1,0
40,4,2,2,0,-275,1,0
47,1,1,1,0,116,1,0
25,2,1,2,0,37,1,1
44,1,1,0,0,753,1,0
38,1,2,0,0,162,1,0
45,0,0,1,0,984,1,0
34,1,1,1,0,199,1,0
36,7,0,1,0,241,1,0
30,1,2,1,0,648,1,1
35,1,2,1,0,907,1,1
39,10,0,1,0,6322,0,0
46,1,1,1,0,125,1,1
36,6,1,0,0,90,1,0
22,9,2,1,0,54,1,1
26,1,2,1,0,-132,0,0
48,0,0,1,0,267,0,0
32,1,1,0,0,289,1,0
58,6,0,1,0,613,1,0
57,2,1,3,0,618,1,0
53,4,1,2,0,1786,1,0
29,4,0,2,0,607,1,1
34,7,1,1,0,586,1,1
32,7,2,1,0,459,1,0
55,2,1,0,0,298,1,0
50,1,0,0,0,134,0,0
43,1,1,0,0,34,1,0
44,7,2,1,0,1378,1,0
27,1,1,2,0,417,1,1
35,1,1,1,0,25,1,0
45,7,1,1,0,22,1,0
35,1,2,0,0,398,1,0
49,1,2,0,0,1164,1,0
34,4,1,1,0,487,1,0
46,0,1,1,0,1069,1,0
43,1,1,0,0,-192,1,0
42,5,1,0,0,0,1,0
55,1,1,0,0,332,1,0
37,1,1,1,0,121,1,0
31,1,1,0,0,68,1,0
57,1,0,0,0,-176,1,0
33,1,1,1,0,527,1,1
43,7,2,3,0,193,1,0
60,1,0,0,0,7601,1,0
51,4,1,2,0,751,0,0
38,1,2,3,0,495,1,0
37,9,2,1,0,670,1,0
41,1,2,1,0,363,1,0
42,1,1,1,0,376,1,0
41,4,0,2,0,292,1,0
33,9,1,3,0,0,0,0
32,0,2,1,0,184,1,0
30,7,1,1,0,80,1,0
43,9,1,1,0,1824,1,0
30,1,1,1,0,2850,0,0
37,1,0,1,0,48,1,0
34,4,1,2,0,76,0,0
32,10,2,2,0,336,1,0
42,9,1,1,0,0,0,1
35,9,2,1,0,433,1,0
34,1,1,1,0,103,1,1
50,1,1,0,0,1164,1,0
34,1,1,1,0,129,1,0
38,7,0,1,0,5873,0,0
28,1,1,1,0,0,1,0
55,1,1,0,0,82,1,0
38,1,1,0,0,362,1,0
31,1,1,1,0,186,1,0
57,0,1,1,0,1216,1,0
50,4,0,2,0,704,1,0
47,1,1,0,0,205,1,0
39,1,1,0,0,830,1,0
34,7,1,1,0,-315,1,0
41,9,1,1,0,64,1,1
59,2,1,2,0,-820,0,0
35,6,2,2,0,538,1,1
31,9,2,2,0,948,1,0
55,4,1,2,0,1288,1,0
36,1,1,3,0,70,1,0
41,4,1,2,0,393,1,0
44,9,2,1,0,365,1,0
40,1,2,1,0,879,1,1
32,1,1,1,0,491,1,0
38,4,2,2,0,0,1,0
27,8,2,1,0,0,0,0
33,10,1,1,0,229,1,0
37,7,1,1,0,22,1,1
40,4,1,2,0,570,1,0
33,1,2,1,0,56,1,0
40,0,2,1,0,118,1,0
27,1,1,1,0,106,1,0
42,4,2,2,0,1768,1,0
41,1,1,1,0,213,1,0
37,10,2,1,0,381,1,0
38,10,1,0,0,1147,1,1
44,1,1,1,0,373,1,0
31,1,1,0,0,50,1,0
34,1,1,1,0,67,1,1
46,1,1,0,0,0,1,1
33,0,1,1,0,61,1,1
36,1,1,1,0,504,1,0
32,10,2,1,0,177,1,0
27,9,2,1,0,584,1,0
31,7,1,0,0,-732,1,0
41,4,2,2,0,572,1,0
35,1,1,0,0,105,1,0
50,9,2,2,0,0,1,0
33,9,1,1,0,832,1,1
48,1,1,0,0,2642,1,0
36,9,1,1,0,195,1,0
29,3,2,1,0,718,1,0
34,4,1,2,0,336,1,1
39,1,1,0,0,332,1,0
32,4,0,2,0,1,1,0
59,5,0,0,0,-138,1,1
50,1,1,0,0,749,0,0
37,0,1,1,0,14,1,0
33,10,2,1,0,177,0,0
52,1,1,1,0,557,0,0
43,1,1,0,0,126,1,0
53,1,1,1,0,359,0,1
37,1,1,0,0,496,1,0
50,7,2,1,0,72,0,0
53,1,1,1,0,175,1,0
47,1,1,0,0,430,0,0
48,9,0,2,0,574,1,0
35,9,0,1,0,69,1,0
42,6,1,1,0,106,1,0
43,4,0,2,0,0,1,0
40,7,2,1,0,23,1,0
36,7,1,1,0,42,1,0
39,4,1,2,0,429,1,0
32,1,0,0,0,88,1,0
44,4,0,2,0,3932,1,0
43,9,0,1,0,177,1,0
53,6,1,1,0,468,1,0
41,7,1,1,0,639,1,0
53,4,1,2,0,2124,1,0
31,10,1,0,0,309,1,0
51,1,1,0,0,202,1,0
32,1,1,1,0,20,1,1
52,1,1,1,0,-17,1,0
41,4,1,0,0,-417,1,0
30,4,2,2,0,528,1,0
32,4,2,2,0,394,1,0
31,1,1,0,0,856,1,0
38,1,1,1,0,468,1,0
44,1,1,1,0,138,1,0
36,1,1,1,0,406,1,0
34,0,1,2,0,221,1,0
40,0,1,1,0,523,1,1
41,1,1,0,0,-52,1,0
56,9,0,1,0,397,1,0
39,1,1,0,0,-432,1,0
34,1,1,0,0,298,1,0
41,1,2,1,0,1080,1,1
39,4,2,2,0,-85,1,0
33,0,1,1,0,4012,0,1
52,4,0,1,0,123,0,0
26,4,2,2,0,498,1,0
54,10,1,1,0,23,1,0
30,9,1,3,1,-315,1,0
35,4,1,2,1,89,0,1
47,9,0,1,0,699,1,0
53,1,0,1,0,145,1,0
29,1,2,1,0,-138,1,1
36,9,1,2,0,491,1,0
35,4,1,2,0,820,1,0
43,1,1,1,0,1376,1,0
38,1,1,0,0,0,1,0
39,1,1,1,0,507,1,0
58,4,1,1,0,771,0,0
33,7,1,1,0,310,1,0
60,1,1,0,0,136,1,0
45,0,1,1,0,310,1,0
39,1,1,0,0,813,1,0
35,4,1,2,0,14,1,1
41,1,1,0,0,-97,1,0
40,7,1,0,0,332,1,0
33,7,1,1,0,5034,1,0
32,0,0,1,0,281,1,0
44,4,1,1,0,576,1,0
34,4,2,2,0,1891,1,0
29,7,2,1,0,473,1,1
49,1,1,0,0,216,1,0
31,1,1,1,0,-13,1,0
47,0,0,1,0,162,1,0
34,1,1,0,0,365,1,0
32,4,2,2,0,264,1,0
32,0,2,2,0,490,1,0
56,9,2,0,0,230,1,0
28,9,2,1,0,-9,1,1
35,9,2,1,0,317,1,0
52,6,2,2,0,458,1,1
35,9,1,1,0,19,1,0
32,1,1,1,0,536,1,0
42,4,0,1,0,117,1,0
51,1,2,0,0,368,1,0
47,1,1,1,0,-98,1,0
34,7,1,1,0,627,1,0
45,0,1,1,0,180,1,0
31,9,0,1,0,26,1,0
40,1,1,0,0,2171,1,0
53,2,1,1,0,-118,1,0
44,9,2,1,0,1059,1,0
49,1,1,0,0,186,1,0
47,7,1,1,0,1306,1,0
31,1,1,0,0,3007,1,0
45,0,2,1,0,-88,1,0
30,1,1,0,0,265,1,1
40,1,0,0,0,21,1,0
27,0,2,3,0,230,1,0
28,0,1,1,0,252,1,0
28,0,2,2,0,422,1,0
44,1,1,1,0,85,1,0
35,4,1,2,0,4286,1,0
29,1,1,1,0,0,0,0
33,1,0,0,0,60,0,0
32,1,1,1,0,687,1,0
35,1,2,1,0,40,1,0
31,9,2,2,0,22,1,0
36,9,2,1,0,-333,1,1
41,9,1,1,0,483,1,0
35,1,1,1,0,503,1,1
40,1,1,1,0,1245,1,0
42,1,1,1,0,117,1,0
34,9,2,2,1,33,1,1
41,9,2,1,0,-320,1,0
43,1,0,0,0,49,1,0
37,4,1,2,0,0,1,0
26,1,2,1,0,100,1,0
32,3,1,0,0,344,1,0
51,1,1,1,0,-286,1,0
38,1,2,1,0,57,1,0
51,10,0,1,0,370,0,0
49,7,0,1,0,470,1,0
31,3,1,1,0,0,1,0
33,1,1,0,0,767,1,0
30,0,2,3,1,1,0,0
33,9,1,1,0,0,0,0
41,10,1,1,0,121,1,0
37,1,1,1,0,190,1,0
33,1,1,0,0,120,1,0
32,7,1,1,0,2068,1,1
46,9,1,1,0,332,1,0
34,4,2,2,0,-322,0,0
32,1,1,0,0,274,1,0
43,1,2,1,0,3,1,0
28,1,1,1,0,6,1,0
46,9,0,2,0,288,1,0
52,7,0,0,0,146,1,0
34,1,1,1,0,286,1,0
27,9,0,1,0,114,1,1
32,9,2,2,0,190,1,1
37,1,2,1,0,111,1,0
29,4,1,2,0,246,1,0
40,3,0,1,0,108,0,0
47,9,1,0,0,187,1,0
34,1,1,1,0,457,1,0
25,0,2,1,0,131,1,1
30,4,1,2,0,1825,1,0
31,0,1,1,0,307,1,0
35,1,1,1,1,-198,1,0
32,1,0,1,0,739,1,0
28,1,2,1,0,759,1,0
27,7,2,1,0,777,1,0
37,1,1,0,0,378,1,0
35,1,2,0,0,337,1,0
34,1,1,0,0,-78,1,0
31,0,1,1,0,355,1,0
36,4,0,2,0,133,1,0
38,9,1,1,0,32,1,0
25,7,1,1,0,55,1,1
51,4,2,2,0,417,1,0
26,1,2,1,0,153,1,0
40,5,1,2,0,794,0,0
26,7,2,1,0,187,1,0
36,7,1,1,0,335,1,0
59,1,1,1,0,1407,1,0
26,1,2,1,0,-116,1,1
49,6,1,2,0,1842,1,0
33,1,1,0,0,329,1,0
31,1,1,1,0,428,1,0
59,4,2,1,0,181,1,0
38,2,1,1,0,2139,1,0
37,7,2,1,0,253,1,1
31,10,2,2,0,133,1,0
54,5,1,1,0,785,1,0
41,1,1,0,0,-45,1,1
44,4,1,2,0,223,1,0
28,0,2,1,0,2831,1,0
22,8,2,1,0,2412,1,0
31,1,1,0,0,11,1,0
36,7,1,1,0,211,1,0
37,0,0,1,0,34,1,0
